,Company_Name,Company_Type,HeadQuater,Company_Age,Total_employee,reviews,ratings
7760,Apex Auto,Public,Jamshedpur + 9 more,28 years old,201-500 Employees (India),(60 Reviews),3.8
7761,ALEC,Private,Dubai + 7 more,23 years old,10k-50k Employees (India),(60 Reviews),4.1
7762,Srg Housing Fina...,Public,"Udaipur,Rajasthan + 14 more",23 years old,201-500 Employees (India),(60 Reviews),3.6
7763,Advance India Pr...,Private,Gurgaon + 8 more,31 years old,51-200 Employees (India),(60 Reviews),3.7
7764,Bansal Wire Indu...,Private,New Delhi + 2 more,84 years old,201-500 Employees (India),(60 Reviews),3.5
7765,Glass Wall Syste...,Private,"Mumbai,Maharashtra + 5 more",19 years old,501-1k Employees (India),(60 Reviews),3.6
7766,Modern Public Sc...,Faridabad + 18 more,48 years old,51-200 Employees (Global),,(60 Reviews),4.2
7767,Hotel The Royal ...,Private,New Delhi + 3 more,53 years old,501-1k Employees (Global),(60 Reviews),3.5
7768,Indus Internatio...,Private,"Bangalore/Bengaluru,Karnataka + 4 more",19 years old,201-500 Employees (India),(60 Reviews),4
7769,Arteria Technolo...,Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,201-500 Employees (India),(60 Reviews),2.6
7770,Rotary Engineeri...,Singapore + 5 more,50 years old,5k-10k Employees (Global),,(60 Reviews),4.5
7771,Icreon Communica...,Private,"New York,New York + 1 more",22 years old,51-200 Employees (India),(60 Reviews),4.1
7772,Golden Tulip Cha...,Private,Puteaux + 14 more,60 years old,11-50 Employees (India),(60 Reviews),4
7773,PathPartner Tech...,Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India),(60 Reviews),4.3
7774,Alacrity Ecommer...,Private,"Nagpur,Maharashtra",12 years old,201-500 Employees (India),(60 Reviews),3.6
7775,Aptronix - Apple...,Public,Hyderabad + 11 more,11 years old,201-500 Employees (Global),(60 Reviews),3.6
7776,SOGEFI,Milan + 3 more,42 years old,51-200 Employees (India),,(60 Reviews),3.2
7777,JPAL,Private,Cambridge + 19 more,19 years old,201-500 Employees (Global),(60 Reviews),4.7
7778,Link Intime,Private,"Mumbai,Maharashtra + 3 more",23 years old,201-500 Employees (India),(60 Reviews),3.6
7779,Trinity Mobility,Private,"Bangalore,Karnataka + 4 more",11 years old,201-500 Employees (India),(60 Reviews),3.3
7780,Manali Petrochem...,Public,Chennai,36 years old,501-1k Employees (India),(60 Reviews),4.2
7781,o9 Solutions,Private,Dallas,13 years old,1k-5k Employees (India),(60 Reviews),4.3
7782,Artefact Project...,Public,"Nagpur,Maharashtra + 5 more",35 years old,51-200 Employees (India),(60 Reviews),2.5
7783,SKDRDP,Daramasthala + 16 more,31 years old,,,(60 Reviews),4.2
7784,Jaya Shree Texti...,Hooghly + 2 more,73 years old,51-200 Employees (India),,(60 Reviews),3.8
7785,JP Group,Private,Hosur + 15 more,12 years old,51-200 Employees (India),(60 Reviews),4
7786,Mangalore Chemic...,"Bangalore/Bengaluru,Karnataka + 5 more",48 years old,501-1k Employees (India),,(60 Reviews),4.2
7787,Karle Infra,Private,"Bangalore/Bengaluru,Karnataka",11 years old,201-500 Employees (India),(60 Reviews),3.5
7788,National Dairy D...,Private,"Anand,Gujrat + 10 more",57 years old,501-1k Employees (India),(60 Reviews),4.5
7789,Fabtech Technolo...,Private,Mumbai + 1 more,23 years old,201-500 Employees (India),(60 Reviews),4
7790,Seashell Logisti...,Private,"Navi Mumbai,Maharashtra + 10 more",15 years old,51-200 Employees (India),(60 Reviews),3.7
7791,V2soft,Private,"Bloomfield Hills,Michigan + 2 more",24 years old,51-200 Employees (India),(60 Reviews),3.5
7792,Aditya Hospital,Private,Hyderabad + 7 more,24 years old,201-500 Employees (Global),(60 Reviews),4.2
7793,Man Infraconstru...,Public,Mumbai + 2 more,58 years old,201-500 Employees (India),(60 Reviews),4.8
7794,Interra Informat...,Private,San Jose + 3 more,26 years old,201-500 Employees (India),(60 Reviews),3.3
7795,IT By Design,Private,Jersey City + 3 more,19 years old,201-500 Employees (India),(60 Reviews),3.3
7796,Spinco Biotech,Private,"Chennai,Tamil Nadu + 12 more",41 years old,201-500 Employees (India),(60 Reviews),3.8
7797,Winjit Technolog...,Private,"Nashik,Maharashtra + 1 more",18 years old,201-500 Employees (India),(60 Reviews),3.7
7798,Medicover Fertil...,"Stockholm,Stockholm + 8 more",27 years old,51-200 Employees (India),,(60 Reviews),4.1
7799,Nissin Abc Logis...,Private,Gurugram + 9 more,23 years old,51-200 Employees (India),(60 Reviews),4.5
7800,U C S K M Public...,11-50 Employees (India),,,,(60 Reviews),5
7801,Kärcher Cleaning...,Private,Winnenden + 18 more,87 years old,201-500 Employees (India),(60 Reviews),3.8
7802,Medeor,"Delhi/NCR,Delhi + 6 more",18 years old,501-1k Employees (India),,(60 Reviews),3.2
7803,Trimed Solutions...,Private,"Hyderabad/Secunderabad,Telangana + 6 more",10 years old,201-500 Employees (India),(60 Reviews),3.6
7804,VBeyond Corporat...,Private,Hillsborough + 1 more,16 years old,201-500 Employees (India),(60 Reviews),4.3
7805,O3 Hire,Other,Ludhiana + 8 more,6 years old,51-200 Employees (India),(60 Reviews),4.3
7806,OSB India,"Bangalore/Bengaluru,Karnataka + 2 more",18 years old,201-500 Employees (India),,(60 Reviews),3.2
7807,Indovance Inc,Private,"Apex,North Carolina",19 years old,201-500 Employees (India),(60 Reviews),2.8
7808,Lomos Archilabs,Bengaluru/Bangalore + 3 more,,,,(60 Reviews),4.8
7809,Classplus,Private,"Noida,Uttar Pradesh + 9 more",7 years old,201-500 Employees (India),(60 Reviews),3.3
7810,Merkle Sokrati,,,,,(60 Reviews),4
7811,Mando Softtech,Gurugram,17 years old,501-1k Employees (India),,(60 Reviews),4.4
7812,SDP & Associates...,Kolkata + 5 more,29 years old,51-200 Employees (India),,(60 Reviews),3.9
7813,Father Muller Me...,Mangaluru + 1 more,142 years old,1k-5k Employees (India),,(60 Reviews),4.4
7814,Coherent Market ...,Private,"Seattle,Washington",6 years old,51-200 Employees (Global),(60 Reviews),4.1
7815,Al Muzain,Private,Al Jubail + 4 more,26 years old,1k-5k Employees (Global),(60 Reviews),4.3
7816,SATTRIX Informat...,Ahmedabad + 8 more,9 years old,51-200 Employees (India),,(60 Reviews),3
7817,Bundy India,Vadodara + 6 more,501-1k Employees (India),,,(60 Reviews),4.1
7818,L&T Geostructure,Chennai + 9 more,10 years old,501-1k Employees (India),,(60 Reviews),4.1
7819,Hitachi Energy,Vadodara + 9 more,,,,(60 Reviews),4
7820,Cogenthub,Private,"Kolkata,West Bengal + 1 more",6 years old,51-200 Employees (India),(60 Reviews),2.8
7821,Videocon Industr...,Public,"Mumbai,Maharashtra + 22 more",43 years old,5k-10k Employees (India),(295 Reviews),3.8
7822,Metro One Operat...,Private,Mumbai,16 years old,51-200 Employees (India),(59 Reviews),4.3
7823,WinWire Technolo...,Private,"Hyderabad/Secunderabad,Telangana",15 years old,201-500 Employees (India),(59 Reviews),4.2
7824,Strand Life Scie...,Private,"Bangalore,Karnataka + 10 more",22 years old,201-500 Employees (India),(59 Reviews),3.3
7825,BTI Payments,Bangalore + 7 more,16 years old,51-200 Employees (India),,(59 Reviews),3.5
7826,ITM,Private,"Munich,Bavaria + 21 more",31 years old,51-200 Employees (Global),(59 Reviews),3
7827,VAP Technology,Kolkata,11 years old,501-1k Employees (Global),,(59 Reviews),3.4
7828,Krishna Institut...,Private,"Karad,Maharashtra + 6 more",22 years old,501-1k Employees (India),(59 Reviews),4
7829,VAP Technology,Kolkata,11 years old,501-1k Employees (Global),,(59 Reviews),3.4
7830,BTI Payments,Bangalore + 7 more,16 years old,51-200 Employees (India),,(59 Reviews),3.5
7831,Kirloskar Ebara ...,Public,Pune + 4 more,34 years old,201-500 Employees (India),(59 Reviews),4.2
7832,Royal HaskoningD...,Private,Amersfoort + 15 more,141 years old,201-500 Employees (India),(59 Reviews),4.3
7833,SSM InfoTech Sol...,Private,"Surat,Gujarat + 5 more",21 years old,51-200 Employees (India),(59 Reviews),3.2
7834,Unique Builders,Private,Jaipur + 10 more,20 years old,51-200 Employees (India),(59 Reviews),3.4
7835,EIH,Public,"Delhi/NCR,New Delhi + 9 more",73 years old,5k-10k Employees (India),(59 Reviews),4.3
7836,Reliance Lifesty...,Public,"Bombay,maharashtra + 17 more",49 years old,51-200 Employees (India),(59 Reviews),4.5
7837,Manya Education,"Delhi/NCR,Delhi + 6 more",20 years old,201-500 Employees (India),,(59 Reviews),3.7
7838,Polyplastics,Tokyo + 11 more,60 years old,1k-5k Employees (Global),,(59 Reviews),4.3
7839,Rossell Techsys,"Bangalore/Bengaluru,Karnataka + 1 more",13 years old,51-200 Employees (India),,(59 Reviews),4.4
7840,Sohan Lal Commod...,Delhi + 9 more,51 years old,501-1k Employees (India),,(59 Reviews),4.2
7841,Toyota Boshoku A...,Private,Kariya City + 6 more,103 years old,51-200 Employees (India),(59 Reviews),4.4
7842,Milestone Gears,Panchkula + 2 more,38 years old,501-1k Employees (India),,(59 Reviews),4.2
7843,Fuji Electric,"Tokyo,Tokyo-to + 17 more",99 years old,1k-5k Employees (India),,(59 Reviews),3.8
7844,Capital Business...,"Delhi/NCR,New Delhi + 12 more",72 years old,1k-5k Employees (India),,(59 Reviews),4.1
7845,New India Co-Op ...,Public,Mumbai + 3 more,54 years old,11-50 Employees (India),(59 Reviews),3.7
7846,Metro One Operat...,Private,Mumbai,16 years old,51-200 Employees (India),(59 Reviews),4.3
7847,Meditab Software,Private,"Ahmedabad,Gujarat + 1 more",17 years old,201-500 Employees (Global),(59 Reviews),2.9
7848,Damas Jewellery,Dubai + 8 more,115 years old,1k-5k Employees (Global),,(59 Reviews),4.2
7849,DWD Pharmaceutic...,Mumbai + 10 more,41 years old,501-1k Employees (India),,(59 Reviews),3.8
7850,The Digital Grou...,Private,"Princeton,New Jersey",23 years old,201-500 Employees (India),(59 Reviews),3.6
7851,Ramkrishna Care ...,Raipur + 6 more,30 years old,501-1k Employees (India),,(59 Reviews),4.4
7852,Alpha Maier,Gurgaon + 6 more,11 years old,51-200 Employees (India),,(59 Reviews),3.9
7853,Tenpath,Private,"Oak Brook,Illinois",20 years old,501-1k Employees (India),(59 Reviews),4.1
7854,Flytxt Mobile So...,Private,Nieuwegein + 4 more,14 years old,201-500 Employees (India),(59 Reviews),3.9
7855,DSM,Private,Heerlen + 12 more,120 years old,1k-5k Employees (India),(59 Reviews),4.3
7856,The World Bank,Private,"Washington,Washington D.C. + 8 more",78 years old,1k-5k Employees (India),(59 Reviews),4.4
7857,Epicu Agro Produ...,Private,Delhi + 12 more,201-500 Employees (India),,(59 Reviews),4
7858,L&T Power Develo...,Private,Mumbai + 6 more,201-500 Employees (India),,(59 Reviews),4.2
7859,K K Construction,Private,Noida + 19 more,31 years old,51-200 Employees (India),(59 Reviews),3.8
7860,Guardian Healthc...,"Mumbai,Maharashtra + 11 more",6 years old,501-1k Employees (India),,(59 Reviews),3.6
7861,Apollo Home Heal...,Private,"Delhi/NCR,New Delhi + 8 more",8 years old,51-200 Employees (India),(59 Reviews),3.3
7862,K.R.Pulp & Paper...,Public,Shahjahanpur + 3 more,27 years old,201-500 Employees (India),(59 Reviews),3.7
7863,Panoli Intermedi...,"Vadodara/Baroda,Gujarat + 1 more",23 years old,1k-5k Employees (India),,(59 Reviews),3.9
7864,Avacend Solution...,Private,"Chennai,Tamil Nadu + 13 more",19 years old,501-1k Employees (India),(59 Reviews),3.8
7865,Advocate,Private,Atlanta + 27 more,21 years old,51-200 Employees (Global),(59 Reviews),4.2
7866,Al Mulla Group,Private,Kuwait City + 6 more,84 years old,10k-50k Employees (Global),(59 Reviews),3.8
7867,Howe Engineering...,Private,Ahmedabad + 9 more,56 years old,201-500 Employees (Global),(59 Reviews),4
7868,Gennova Biopharm...,Private,"Pune,Maharashtra + 2 more",16 years old,201-500 Employees (India),(59 Reviews),4.4
7869,Faze Three,Public,"Mumbai,Maharashtra + 7 more",40 years old,201-500 Employees (India),(59 Reviews),3.5
7870,Spinks Softech,Private,Gurgaon + 3 more,34 years old,,(59 Reviews),4.1
7871,Itmantra Techint...,Private,"Mumbai,Maharashtra + 20 more",22 years old,51-200 Employees (Global),(59 Reviews),3.1
7872,Seva Automotive,Private,Nasik + 3 more,37 years old,201-500 Employees (India),(59 Reviews),4
7873,Airworks,Hosur + 9 more,51-200 Employees (India),,,(59 Reviews),4.2
7874,Acharya Institut...,Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India),(59 Reviews),3
7875,Spectro Analytic...,Private,New Delhi + 4 more,27 years old,201-500 Employees (India),(59 Reviews),3.7
7876,Premier Plasmote...,Private,Faridabad + 6 more,13 years old,51-200 Employees (India),(59 Reviews),3.9
7877,PETROJET,Private,Cairo + 10 more,47 years old,10k-50k Employees (Global),(59 Reviews),3.5
7878,Syncom Healthcar...,Public,Indore + 4 more,20 years old,51-200 Employees (India),(59 Reviews),3.2
7879,JUD Cement,Private,Guwahati,17 years old,201-500 Employees (India),(59 Reviews),3.2
7880,K & J Project,Private,Nagpur + 15 more,18 years old,51-200 Employees (India),(59 Reviews),3.2
7881,"Ecos (india), Mo...",New Delhi + 9 more,26 years old,501-1k Employees (Global),,(59 Reviews),3.9
7882,Soothe Healthcar...,Private,"Noida,Uttar Pradesh + 11 more",10 years old,201-500 Employees (India),(59 Reviews),3.9
7883,Shri Ramswaroop ...,51-200 Employees (India),,,,(59 Reviews),4.9
7884,CISB,Mumbai + 23 more,18 years old,1k-5k Employees (India),,(59 Reviews),3.9
7885,West Coast Pharm...,Private,Ahmedabad + 2 more,57 years old,51-200 Employees (India),(59 Reviews),3
7886,NATIONAL SKILL ...,New Delhi + 21 more,14 years old,51-200 Employees (India),,(59 Reviews),4.2
7887,Quintessence Bus...,"Dallas,Texas",11 years old,201-500 Employees (India),,(59 Reviews),3.4
7888,The Digital Grou...,Private,"Princeton,New Jersey",23 years old,201-500 Employees (India),(59 Reviews),3.6
7889,Ramkrishna Care ...,Raipur + 6 more,30 years old,501-1k Employees (India),,(59 Reviews),4.4
7890,Be Well Hospital...,Private,"Chennai,Tamil Nadu + 4 more",11 years old,501-1k Employees (India),(59 Reviews),3.7
7891,Fuji Electric,"Tokyo,Tokyo-to + 17 more",99 years old,1k-5k Employees (India),,(59 Reviews),3.8
7892,Tecnics Integrat...,Private,"Houston,Texas + 3 more",17 years old,201-500 Employees (India),(59 Reviews),3.7
7893,Jm Frictech,Chennai + 3 more,14 years old,201-500 Employees (India),,(59 Reviews),3.9
7894,Manav Rachna Int...,"Faridabad,Haryana + 1 more",18 years old,51-200 Employees (India),,(59 Reviews),3.1
7895,Toyota Boshoku A...,Private,Kariya City + 6 more,103 years old,51-200 Employees (India),(59 Reviews),4.4
7896,Milestone Gears,Panchkula + 2 more,38 years old,501-1k Employees (India),,(59 Reviews),4.2
7897,New India Co-Op ...,Public,Mumbai + 3 more,54 years old,11-50 Employees (India),(59 Reviews),3.7
7898,Suguna Poultry F...,Coimbatore + 22 more,38 years old,,,(59 Reviews),4.7
7899,Epicu Agro Produ...,Private,Delhi + 12 more,201-500 Employees (India),,(59 Reviews),4
7900,L&T Power Develo...,Private,Mumbai + 6 more,201-500 Employees (India),,(59 Reviews),4.2
7901,PETROJET,Private,Cairo + 10 more,47 years old,10k-50k Employees (Global),(59 Reviews),3.5
7902,Avacend Solution...,Private,"Chennai,Tamil Nadu + 13 more",19 years old,501-1k Employees (India),(59 Reviews),3.8
7903,Advocate,Private,Atlanta + 27 more,21 years old,51-200 Employees (Global),(59 Reviews),4.2
7904,Al Mulla Group,Private,Kuwait City + 6 more,84 years old,10k-50k Employees (Global),(59 Reviews),3.8
7905,Howe Engineering...,Private,Ahmedabad + 9 more,56 years old,201-500 Employees (Global),(59 Reviews),4
7906,Gennova Biopharm...,Private,"Pune,Maharashtra + 2 more",16 years old,201-500 Employees (India),(59 Reviews),4.4
7907,Spectro Analytic...,Private,New Delhi + 4 more,27 years old,201-500 Employees (India),(59 Reviews),3.7
7908,Grecian Super Sp...,Private,Mohali + 1 more,16 years old,11-50 Employees (India),(59 Reviews),2.6
7909,Rostfrei Steels,Private,"Delhi/NCR,Delhi + 4 more",18 years old,201-500 Employees (India),(59 Reviews),3.7
7910,Ventech (India),Private,Pune + 3 more,10 years old,11-50 Employees (Global),(59 Reviews),4.4
7911,Monotech Systems,Private,Chennai + 11 more,23 years old,51-200 Employees (India),(59 Reviews),4.1
7912,White Crow Resea...,Private,Mumbai + 1 more,11 years old,501-1k Employees (India),(59 Reviews),3.6
7913,Nextra Teleservi...,Private,"Delhi/NCR,Delhi + 6 more",16 years old,51-200 Employees (India),(59 Reviews),2.6
7914,Airworks,Hosur + 9 more,51-200 Employees (India),,,(59 Reviews),4.2
7915,Alpha Maier,Gurgaon + 6 more,11 years old,51-200 Employees (India),,(59 Reviews),3.9
7916,Tenpath,Private,"Oak Brook,Illinois",20 years old,501-1k Employees (India),(59 Reviews),4.1
7917,FAIRWAY ENTERPRI...,Krishnagiri + 5 more,,,,(59 Reviews),4.1
7918,Aditya Birla Ins...,Public,Veraval + 17 more,19 years old,201-500 Employees (India),(59 Reviews),4.3
7919,NATIONAL SKILL ...,New Delhi + 21 more,14 years old,51-200 Employees (India),,(59 Reviews),4.2
7920,L&T Water & Effl...,Chennai + 20 more,5k-10k Employees (India),,,(59 Reviews),3.9
7921,Quintessence Bus...,"Dallas,Texas",11 years old,201-500 Employees (India),,(59 Reviews),3.4
7922,FM LOGISTIC,Private,Lorraine + 13 more,55 years old,1k-5k Employees (India),(59 Reviews),3.7
7923,Ekeeda,Private,"Mumbai,Maharashtra + 3 more",6 years old,51-200 Employees (India),(59 Reviews),4.9
7924,Auraine Botanica...,Private,Gurgaon + 6 more,8 years old,51-200 Employees (India),(59 Reviews),4.1
7925,AO SMITH INDIA W...,Private,"Milwaukee,Wisconsin + 14 more",16 years old,201-500 Employees (India),(59 Reviews),4
7926,iServices,Private,"Bangalore,Karnataka + 4 more",11 years old,11-50 Employees (India),(59 Reviews),3.2
7927,Avaada Energy,Private,"Mumbai,Maharashtra + 6 more",13 years old,201-500 Employees (India),(59 Reviews),4.4
7928,Jubilant Ingrevi...,"Noida,Uttar Pradesh + 9 more",2 years old,201-500 Employees (India),,(59 Reviews),4.4
7929,Reliance BP Mobi...,Navi Mumbai + 19 more,,,,(59 Reviews),3.4
7930,SLAP Pvt,Anantapur + 7 more,11-50 Employees (Global),,,(59 Reviews),4.1
7931,West Coast Pharm...,Private,Ahmedabad + 2 more,57 years old,51-200 Employees (India),(59 Reviews),3
7932,K & J Project,Private,Nagpur + 15 more,18 years old,51-200 Employees (India),(59 Reviews),3.2
7933,CISB,Mumbai + 23 more,18 years old,1k-5k Employees (India),,(59 Reviews),3.9
7934,Acharya Institut...,Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India),(59 Reviews),3
7935,Premier Plasmote...,Private,Faridabad + 6 more,13 years old,51-200 Employees (India),(59 Reviews),3.9
7936,Evision Technose...,Private,"Delhi/NCR,Delhi + 11 more",10 years old,11-50 Employees (India),(59 Reviews),3.6
7937,Vikudha Overseas...,Hong Kong,49 years old,11-50 Employees (India),,(59 Reviews),4.7
7938,Faze Three,Public,"Mumbai,Maharashtra + 7 more",40 years old,201-500 Employees (India),(59 Reviews),3.5
7939,Spinks Softech,Private,Gurgaon + 3 more,34 years old,,(59 Reviews),4.1
7940,Itmantra Techint...,Private,"Mumbai,Maharashtra + 20 more",22 years old,51-200 Employees (Global),(59 Reviews),3.1
7941,Seva Automotive,Private,Nasik + 3 more,37 years old,201-500 Employees (India),(59 Reviews),4
7942,Syncom Healthcar...,Public,Indore + 4 more,20 years old,51-200 Employees (India),(59 Reviews),3.2
7943,"Ecos (india), Mo...",New Delhi + 9 more,26 years old,501-1k Employees (Global),,(59 Reviews),3.9
7944,Kovai.co,"Sidcup,England",13 years old,51-200 Employees (India),,(59 Reviews),4.7
7945,3DPLM Software S...,Private,Mumbai + 1 more,21 years old,1k-5k Employees (India),(59 Reviews),4.1
7946,Achievers Spot,Private,"Chennai,Tamil Nadu + 4 more",12 years old,201-500 Employees (India),(59 Reviews),4.8
7947,Kumaran Systems,Private,"Toronto,Ontario + 2 more",32 years old,201-500 Employees (India),(59 Reviews),3.9
7948,Reliance Group,Private,Mumbai + 17 more,56 years old,1 Lakh+ Employees (India),(544 Reviews),3.9
7949,Descon,Lahore + 10 more,45 years old,,,(348 Reviews),4.4
7950,Liberty Oil Mill...,Private,"Mumbai,Maharashtra + 6 more",69 years old,1k-5k Employees (India),(58 Reviews),4.3
7951,Firestar Diamond,Private,"Mumbai,Maharashtra + 3 more",23 years old,1k-5k Employees (Global),(58 Reviews),4.2
7952,Neelachal Ispat ...,Jajpur + 3 more,40 years old,501-1k Employees (Global),,(58 Reviews),3.6
7953,Funfirst Global ...,Private,"Mumbai,Maharashtra + 14 more",21 years old,51-200 Employees (Global),(58 Reviews),3.1
7954,Healthcare Infor...,Private,"Vadodara/Baroda,Gujarat + 4 more",16 years old,201-500 Employees (Global),(58 Reviews),3.4
7955,Cloudtail India,Private,"Bengaluru,Karnataka + 3 more",8 years old,501-1k Employees (India),(58 Reviews),4
7956,Bader Al Mulla B...,Private,Kuwait City + 9 more,84 years old,,(58 Reviews),4.7
7957,Construction Gro...,Mumbai + 24 more,51-200 Employees (India),,,(58 Reviews),3.8
7958,Ducima Analytics,Private,"Chennai,Tamil Nadu + 1 more",6 years old,11-50 Employees (India),(58 Reviews),4.9
7959,SMERA Ratings,Private,"Mumbai,Maharashtra + 14 more",17 years old,201-500 Employees (Global),(58 Reviews),3.8
7960,Geometric,Public,"Noida,Uttar Pradesh + 3 more",38 years old,5k-10k Employees (Global),(58 Reviews),3.5
7961,Enquero,Private,"Milpitas,California + 2 more",8 years old,501-1k Employees (India),(58 Reviews),4.2
7962,LGB Forge,Public,"Coimbatore,Tamil Nadu + 4 more",16 years old,51-200 Employees (India),(58 Reviews),3.6
7963,Radius Global So...,Minneapolis + 1 more,9 years old,1k-5k Employees (Global),,(58 Reviews),3
7964,Sara Sae India,Private,"Chennai,Tamil Nadu + 6 more",28 years old,501-1k Employees (Global),(58 Reviews),3.1
7965,Allegis Global S...,Private,Hanover + 5 more,21 years old,501-1k Employees (India),(58 Reviews),4.3
7966,Saarathi Healthc...,"Jodhpur,Rajasthan + 8 more",14 years old,201-500 Employees (India),,(58 Reviews),3.8
7967,BPO Systems,Private,"Walnut Creek,California + 23 more",22 years old,51-200 Employees (Global),(58 Reviews),3.7
7968,Ray Business Tec...,Private,"Hyderabad/Secunderabad,Telangana",14 years old,51-200 Employees (India),(58 Reviews),3.8
7969,B.P. Poddar Hosp...,Public,Kolkata,18 years old,201-500 Employees (India),(58 Reviews),3.8
7970,Information Serv...,Private,"Stamford,Connecticut + 3 more",16 years old,201-500 Employees (India),(58 Reviews),4.2
7971,Shah Alloys,Public,Ahmedabad + 4 more,32 years old,1k-5k Employees (India),(58 Reviews),3.5
7972,Hush Puppies,Private,"Bangalore,Karnataka + 16 more",4 years old,51-200 Employees (India),(58 Reviews),4.2
7973,LUK INDIA,Private,Fitchburg + 3 more,51-200 Employees (Global),,(58 Reviews),4.3
7974,Hager Electro,Pune + 9 more,25 years old,201-500 Employees (India),,(58 Reviews),4.2
7975,R K Construction,Jamshedpur + 22 more,51-200 Employees (India),,,(58 Reviews),4
7976,NeST Information...,"Kochi/Cochin,Kerala + 4 more",24 years old,501-1k Employees (India),,(58 Reviews),4.1
7977,Citizens Hospita...,Private,"Hyderabad/Secunderabad,Telangana + 1 more",10 years old,51-200 Employees (India),(58 Reviews),4.6
7978,Shah Alloys,Public,Ahmedabad + 4 more,32 years old,1k-5k Employees (India),(58 Reviews),3.5
7979,Minda Silca Engi...,Greater Noida + 2 more,16 years old,501-1k Employees (India),,(58 Reviews),4.3
7980,Dayal Group,Meerut + 14 more,43 years old,1k-5k Employees (Global),,(58 Reviews),4.3
7981,Comed Chemicals,Vadodara + 10 more,36 years old,51-200 Employees (India),,(58 Reviews),4.1
7982,Valecha Engineer...,Public,"Mumbai,Maharashtra + 17 more",65 years old,201-500 Employees (India),(58 Reviews),4.2
7983,Indel Money,Private,"Ernakulam,Kerala + 22 more",20 years old,51-200 Employees (India),(58 Reviews),3.8
7984,Construction Gro...,Mumbai + 24 more,51-200 Employees (India),,,(58 Reviews),3.8
7985,Curatio Healthca...,Private,Chennai + 12 more,17 years old,201-500 Employees (India),(58 Reviews),4.7
7986,Brickwork India,Private,"Bangalore/Bengaluru,Karnataka + 1 more",17 years old,201-500 Employees (India),(58 Reviews),4.1
7987,Webguru Infosyst...,Private,"Kolkata,West Bengal",17 years old,201-500 Employees (India),(58 Reviews),4.5
7988,Auditime Informa...,Private,Mumbai + 2 more,23 years old,201-500 Employees (Global),(58 Reviews),3.4
7989,Techno Kart Indi...,Private,Mumbai + 16 more,19 years old,1k-5k Employees (Global),(58 Reviews),3.7
7990,Rishita Develope...,Private,Lucknow + 1 more,13 years old,51-200 Employees (India),(58 Reviews),3.9
7991,Ncr Eduservices,Private,"Noida,Uttar Pradesh + 6 more",10 years old,201-500 Employees (India),(58 Reviews),3.9
7992,Raffles Educity,"Chandigarh,Chandigarh + 12 more",15 years old,51-200 Employees (India),,(58 Reviews),4.6
7993,Driplex Water En...,New Delhi + 11 more,48 years old,201-500 Employees (India),,(58 Reviews),3.9
7994,Bandhan Financia...,Public,"Kolkata,West Bengal + 23 more",21 years old,10k-50k Employees (Global),(58 Reviews),3.7
7995,Oswal Woollen Mi...,Public,Ludhiana + 6 more,73 years old,1k-5k Employees (India),(58 Reviews),4.4
7996,Bader Al Mulla B...,Private,Kuwait City + 9 more,84 years old,,(58 Reviews),4.7
7997,VOLTECH O AND M ...,Chennai + 10 more,13 years old,11-50 Employees (India),,(58 Reviews),4.2
7998,Saudi Iron And S...,Al Jubail + 5 more,43 years old,,,(58 Reviews),4.2
7999,Phi Seeds,Private,Hyderabad + 20 more,46 years old,10k-50k Employees (Global),(58 Reviews),4.2
8000,Eon Electric,Public,Noida + 11 more,64 years old,201-500 Employees (India),(58 Reviews),3.2
8001,Winsome Textile ...,Public,"Chandigarh,Chandigarh + 5 more",32 years old,501-1k Employees (India),(58 Reviews),4.4
8002,Sandhar Componen...,Gurgaon + 7 more,35 years old,5k-10k Employees (Global),,(58 Reviews),3.7
8003,SJS Enterprises,Bengaluru + 3 more,35 years old,201-500 Employees (India),,(58 Reviews),4.1
8004,Being human,Private,Mumbai + 19 more,15 years old,1k-5k Employees (Global),(58 Reviews),4.3
8005,U N Mehta Instit...,Ahmedabad,40 years old,51-200 Employees (India),,(58 Reviews),4.1
8006,Oaknorth Bank,Private,"London,England + 1 more",7 years old,51-200 Employees (India),(58 Reviews),2.7
8007,TVS Sreechakra L...,"Chennai,Tamil Nadu + 14 more",25 years old,1k-5k Employees (Global),,(58 Reviews),3.9
8008,Curatio Healthca...,Private,Chennai + 12 more,17 years old,201-500 Employees (India),(58 Reviews),4.7
8009,Driplex Water En...,New Delhi + 11 more,48 years old,201-500 Employees (India),,(58 Reviews),3.9
8010,Kotak Mahindra A...,Mumbai + 25 more,24 years old,1k-5k Employees (India),,(58 Reviews),4
8011,Bandhan Financia...,Public,"Kolkata,West Bengal + 23 more",21 years old,10k-50k Employees (Global),(58 Reviews),3.7
8012,Oswal Woollen Mi...,Public,Ludhiana + 6 more,73 years old,1k-5k Employees (India),(58 Reviews),4.4
8013,Dewar's Garage,Kolkata,27 years old,201-500 Employees (India),,(58 Reviews),3.3
8014,S R Enterprises,Private,Mumbai + 20 more,23 years old,201-500 Employees (Global),(58 Reviews),4.1
8015,Dayal Group,Meerut + 14 more,43 years old,1k-5k Employees (Global),,(58 Reviews),4.3
